time,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6
2.134756504336224048e-01,2.901219929217331295e-01,6.379164419733943658e-01,3.122407904324950856e-01,1.563619439019797497e+00,4.589948929997504368e-01,-2.731632226104523387e+00,-5.015985454204376914e-01,-7.941062669814049624e-01,-1.119523250226635902e+00,9.466532202051292089e-02,-2.058641572938898268e+00,-1.936045200379625797e+00,2.624023260863459495e-01,-1.947876920505049680e+00,-1.111225243589738954e+00,-1.040948984764618279e+00,-9.942791567001607600e-02,-4.394272676459294757e+00
2.201467645096731041e-01,2.867814955517458686e-01,6.325758099890046449e-01,3.047478285895782180e-01,1.564227902581688534e+00,4.452598450032735911e-01,-2.744645431785607048e+00,-4.998999593811755959e-01,-8.069722576010350812e-01,-1.126831793330863363e+00,8.776752218570299524e-02,-2.059036291234103366e+00,-1.965290388965182267e+00,2.467589960513469904e-01,-1.909252975747016023e+00,-1.079821067949270574e+00,-1.027036763760333038e+00,-1.890950120754952835e-02,-4.373160432545152077e+00
2.268178785857238033e-01,2.834519782425669598e-01,6.271502111348508102e-01,2.972068118533072179e-01,1.564790658577081883e+00,4.315239553851282217e-01,-2.757853253470607946e+00,-4.983072157752269637e-01,-8.195787132958846088e-01,-1.133929745233231090e+00,8.096202397654356231e-02,-2.058893914411448200e+00,-1.994389252116580913e+00,2.306726388362817515e-01,-1.870070290033376326e+00,-1.048091292312730349e+00,-1.013277085475404959e+00,6.158796083561324242e-02,-4.350405681692446791e+00
2.334889926617745026e-01,2.801327251328966650e-01,6.216413891443975936e-01,2.896191522891911063e-01,1.565308319360870781e+00,4.177908064687286260e-01,-2.771254678519215364e+00,-4.968232323231313030e-01,-8.319219456624714626e-01,-1.140814959764119951e+00,7.424780736909825096e-02,-2.058214687091148853e+00,-2.023330860648571594e+00,2.141546140920601582e-01,-1.830340591129171024e+00,-1.016043710988792537e+00,-9.996706423303602929e-01,1.420330419129338662e-01,-4.326016978773750132e+00
2.401601067378252019e-01,2.768230011514394850e-01,6.160511120946118302e-01,2.819862761059365730e-01,1.565781490468968862e+00,4.040639782464460206e-01,-2.784848621576557548e+00,-4.954508502116214963e-01,-8.439983451151841232e-01,-1.147485343067528252e+00,6.762384822496331216e-02,-2.056999063467675359e+00,-2.052104344657321278e+00,1.972165060409224457e-01,-1.790075780245420134e+00,-9.836862128878802736e-01,-9.862179757138624936e-01,2.223943423077020531e-01,-4.300003540687699299e+00
2.468312208138759012e-01,2.735220525324229546e-01,6.103811718763272332e-01,2.743096233043713084e-01,1.566210770594210100e+00,3.903470469822495348e-01,-2.798633924983370491e+00,-4.941928326148455897e-01,-8.558043820308547378e-01,-1.153938854224069388e+00,6.108911929287907938e-02,-2.055247707075460450e+00,-2.080698897920590262e+00,1.798701176551120717e-01,-1.749287928280274684e+00,-9.510267790893907058e-01,-9.729194777776890568e-01,3.026405037099965112e-01,-4.272375241433429061e+00
2.535023348899266282e-01,2.702291073408524813e-01,6.046333836570594311e-01,2.665906473222652839e-01,1.566596751568886114e+00,3.766435838161903971e-01,-2.812609359215407778e+00,-4.930518632547525870e-01,-8.673366078680575519e-01,-1.160173505857658327e+00,5.464259119808323462e-02,-2.052961490470787354e+00,-2.109103782264126536e+00,1.621274647368238231e-01,-1.707989272000613123e+00,-9.180734803837087288e-01,-9.597753933165986684e-01,3.827402217689431785e-01,-4.243142606907253089e+00
2.601734489659773275e-01,2.669433760072379980e-01,5.988095853364363563e-01,2.588308146751590044e-01,1.566940018353849773e+00,3.629571533712855902e-01,-2.826773623351868103e+00,-4.920305450012942838e-01,-8.785916562607394287e-01,-1.166187364725714826e+00,4.828323341884205311e-02,-2.050141494830033828e+00,-2.137308331892416202e+00,1.440007699021804699e-01,-1.666192210165351906e+00,-8.848344747898854168e-01,-9.467858217316817981e-01,4.626622586151588612e-01,-4.212316809424176967e+00
2.668445630420280268e-01,2.636640518715227532e-01,5.929116369944237297e-01,2.510316045933104201e-01,1.567241149034079628e+00,3.492913123633633599e-01,-2.841125345572575789e+00,-4.911313985130718596e-01,-8.895662440857980968e-01,-1.171978552292733067e+00,4.201001524961350819e-02,-2.046789009464493603e+00,-2.165301957681994072e+00,1.255024564720665925e-01,-1.623909299591771216e+00,-8.513180050498754259e-01,-9.339507190756870525e-01,5.423754553482730278e-01,-4.179909661966975776e+00
2.735156771180787261e-01,2.603903117359467889e-01,5.869414203325120649e-01,2.431945086548709667e-01,1.567500714820629248e+00,3.356496082144199700e-01,-2.855663083683684267e+00,-4.903568609190418481e-01,-9.002571725042298745e-01,-1.177545245287054954e+00,3.582190675029128801e-02,-2.042905531252022122e+00,-2.193074151435470132e+00,1.066451422726741871e-01,-1.581153251166171225e+00,-8.175323961002276540e-01,-9.212699001788164921e-01,6.218487444844472689e-01,-4.145933612165657145e+00
2.801867911941294254e-01,2.571213164265611639e-01,5.809008381080508210e-01,2.353210304154049748e-01,1.567719280058861742e+00,3.220355776700450368e-01,-2.870385325671621413e+00,-4.897092845418701268e-01,-9.106613279754849355e-01,-1.182885676240706729e+00,2.971787968100692012e-02,-2.038492763985790823e+00,-2.220614490094517279e+00,8.744163334865251436e-02,-1.537936925800205135e+00,-7.834860525221294392e-01,-9.087430408534182824e-01,7.010511623588226993e-01,-4.110401736010280693e+00
2.868579052701801246e-01,2.538562113631248063e-01,5.747918135619037860e-01,2.274126850338624162e-01,1.567897402242863558e+00,3.084527454214693321e-01,-2.885290490284993847e+00,-4.891909356635110173e-01,-9.207756832446678530e-01,-1.187998134012153040e+00,2.369690842196536806e-02,-2.033552617640469684e+00,-2.247912639910022214e+00,6.790491759179861919e-02,-1.494273330334247030e+00,-7.491874559707090153e-01,-8.963696801759981625e-01,7.799518614778546688e-01,-4.073327731300175003e+00
