tau1,tau2,tau3,tau4,tau5,tau6
2.8852920053168418e-11,-2.842170943040401e-14,-1.4210854715202004e-14,-2.1094237467877974e-15,8.881784197001252e-16,9.020562075079397e-16
2.9748647989435995e-11,2.842170943040401e-14,-1.4210854715202004e-14,-2.3314683517128287e-15,-1.7763568394002505e-15,-1.429412144204889e-15
-4.2875036854184145e-11,5.684341886080802e-14,-7.105427357601002e-15,4.385380947269368e-15,3.2862601528904634e-14,-5.585809592645319e-16
5.0611959068191936e-11,0.0,0.0,-3.164135620181696e-15,4.440892098500626e-14,-1.942890293094024e-16
1.12084563852477e-10,2.842170943040401e-14,7.105427357601002e-15,1.532107773982716e-14,6.572520305780927e-14,-4.145989107584569e-15
1.928057713485032e-11,-5.684341886080802e-14,0.0,-1.0824674490095276e-15,-4.263256414560601e-14,2.5396351688300456e-15
-3.878675158830447e-11,0.0,-1.4210854715202004e-14,7.93809462606987e-15,8.348877145181177e-14,-8.36136715420821e-16
8.121325834054005e-11,-1.4210854715202004e-14,0.0,4.121702978920894e-15,2.042810365310288e-14,-6.869504964868156e-16
-8.062173151301977e-11,0.0,-1.4210854715202004e-14,6.689093723366568e-15,7.904787935331115e-14,-6.050715484207103e-15
-4.6146197973939707e-11,-4.263256414560601e-14,-7.105427357601002e-15,1.0047518372857667e-14,5.3290705182007514e-14,9.54097911787244e-16
-4.285549692895074e-11,1.4210854715202004e-14,-1.4210854715202004e-14,-5.578870698741412e-15,-1.865174681370263e-14,-2.0920765120280294e-15
-9.704237413643568e-11,-2.842170943040401e-14,-1.4210854715202004e-14,-1.0824674490095276e-14,-8.526512829121202e-14,-2.6298407895808396e-15
4.61026772313744e-11,0.0,7.105427357601002e-15,4.163336342344337e-16,2.930988785010413e-14,4.40619762898109e-16
3.4369840307135746e-11,0.0,-2.1316282072803006e-14,2.192690473634684e-15,-3.552713678800501e-15,-5.325601071248798e-15
-6.008349373587407e-11,-2.842170943040401e-14,0.0,-3.524958103184872e-15,3.552713678800501e-15,1.7590096046404824e-15
-5.029843208603779e-11,-2.842170943040401e-14,0.0,6.744604874597826e-15,-8.881784197001252e-16,7.112366251504909e-16
9.722000982037571e-11,0.0,1.4210854715202004e-14,-8.631984016460592e-15,4.440892098500626e-15,2.643718577388654e-15
-6.723688272813888e-11,1.4210854715202004e-14,-1.4210854715202004e-14,-4.9404924595819466e-15,-8.881784197001252e-16,-2.570860191397628e-15
-6.016875886416528e-11,5.684341886080802e-14,-1.4210854715202004e-14,2.7200464103316335e-15,3.552713678800501e-15,1.9914625504213745e-15
-1.9818102714452834e-10,2.842170943040401e-14,-1.4210854715202004e-14,-6.8833827526759706e-15,3.552713678800501e-15,3.805983306293115e-15
-1.0301093311682052e-10,-1.4210854715202004e-14,1.4210854715202004e-14,2.3314683517128287e-15,-8.881784197001252e-16,-2.7269853042355408e-15
-9.43183309232154e-11,4.263256414560601e-14,0.0,-4.996003610813204e-16,8.881784197001252e-16,2.067790383364354e-15
-1.0837197805813048e-10,1.4210854715202004e-14,0.0,2.609024107869118e-15,0.0,-4.787836793695988e-16
8.592682121388862e-11,2.842170943040401e-14,0.0,5.551115123125783e-17,-3.552713678800501e-15,-1.6375789613221059e-15
-6.872014068903809e-11,-2.842170943040401e-14,3.552713678800501e-15,5.440092820663267e-15,-5.329070518200751e-15,-1.949829186997931e-15
-4.11333189731522e-11,1.4210854715202004e-14,0.0,-1.1657341758564144e-15,-1.7763568394002505e-15,6.800116025829084e-16
1.240634261989726e-10,0.0,7.105427357601002e-15,-1.887379141862766e-15,-3.1086244689504383e-15,-2.0816681711721685e-15
-2.3643309532417334e-12,1.4210854715202004e-14,1.7763568394002505e-14,2.275957200481571e-15,1.7763568394002505e-15,3.885780586188048e-16
-7.362999099314038e-11,0.0,-2.842170943040401e-14,2.275957200481571e-15,3.1086244689504383e-15,5.218048215738236e-15
1.6576962025283137e-11,1.4210854715202004e-14,0.0,4.829470157119431e-15,-1.7763568394002505e-15,6.453171330633722e-16
9.6431307383682e-11,1.4210854715202004e-14,-2.842170943040401e-14,-6.994405055138486e-15,3.552713678800501e-15,1.7763568394002505e-15
2.7355895326763857e-12,5.684341886080802e-14,-2.1316282072803006e-14,-3.9968028886505635e-15,1.3322676295501878e-15,5.766220834146907e-15
1.8815171642927453e-10,-2.842170943040401e-14,-7.105427357601002e-15,-6.494804694057166e-15,3.1086244689504383e-15,-1.249000902703301e-16
-6.675904273834021e-11,1.4210854715202004e-14,1.7763568394002505e-14,3.3861802251067274e-15,-1.7763568394002505e-15,-3.566591466608315e-15
-6.03224137307734e-11,1.4210854715202004e-14,-3.552713678800501e-15,-5.551115123125783e-17,2.6645352591003757e-15,8.118505867571457e-16
1.9175772081325704e-11,1.4210854715202004e-14,3.552713678800501e-15,3.3861802251067274e-15,8.881784197001252e-16,8.534839501805891e-16
6.442846256504708e-11,-2.842170943040401e-14,7.105427357601002e-15,-2.9698465908722937e-15,-2.6645352591003757e-15,-7.216449660063518e-15
-5.3022475299258076e-11,-2.842170943040401e-14,1.0658141036401503e-14,1.1102230246251565e-16,2.220446049250313e-15,2.42861286636753e-15
-8.233058679252281e-11,1.4210854715202004e-14,1.4210854715202004e-14,6.661338147750939e-16,4.884981308350689e-15,1.9984014443252818e-15
-1.2444090202734515e-10,2.842170943040401e-14,0.0,7.438494264988549e-15,0.0,1.8457457784393227e-15
1.0807355010911124e-11,1.4210854715202004e-14,3.552713678800501e-15,6.300515664747763e-15,-2.220446049250313e-15,-3.698430450782553e-15
7.013856162529919e-11,1.4210854715202004e-14,7.105427357601002e-15,-5.218048215738236e-15,8.43769498715119e-15,6.5780714209040525e-15
1.6322232454513141e-10,-8.668621376273222e-13,3.552713678800501e-15,3.0531133177191805e-16,0.0,2.463307335887066e-15
-4.357403327048814e-12,-4.988010005035903e-12,7.105427357601002e-15,6.2727600891321345e-15,-2.6645352591003757e-15,-7.28583859910259e-16
1.6492140986201775e-11,2.9274360713316128e-12,-1.0658141036401503e-14,-2.831068712794149e-15,8.881784197001252e-16,1.6028844918025698e-15
-1.3552270416994361e-11,6.679101716144942e-13,3.552713678800501e-15,5.9396931817445875e-15,8.881784197001252e-16,-1.7208456881689926e-15
1.7496759596724587e-10,0.0,-7.105427357601002e-15,-6.328271240363392e-15,0.0,-4.787836793695988e-16
-3.54489770870714e-11,-2.842170943040401e-14,-1.0658141036401503e-14,-7.049916206369744e-15,8.881784197001252e-16,1.4432899320127035e-15
-9.937384248814851e-11,-2.842170943040401e-14,1.0658141036401503e-14,1.304512053934559e-14,-2.220446049250313e-15,7.008282842946301e-16
9.044764937016225e-11,-4.263256414560601e-14,3.552713678800501e-15,-9.103828801926284e-15,8.43769498715119e-15,7.022160630754115e-15
1.8044854499521534e-10,-4.263256414560601e-14,-7.105427357601002e-15,1.5543122344752192e-15,7.105427357601002e-15,9.46465128492946e-15
-2.950972799453666e-11,2.842170943040401e-14,-1.0658141036401503e-14,8.770761894538737e-15,-2.220446049250313e-15,-7.299716386910404e-15
-7.033751359131202e-11,1.4210854715202004e-14,-1.4210854715202004e-14,2.6645352591003757e-15,8.881784197001252e-16,1.3877787807814457e-16
-2.0607515693882306e-11,0.0,3.552713678800501e-15,-8.43769498715119e-15,6.661338147750939e-15,7.382983113757291e-15
8.460521172537483e-11,-1.4210854715202004e-14,2.4868995751603507e-14,-8.881784197001252e-16,-1.7763568394002505e-15,6.453171330633722e-16
-4.472955339451801e-11,1.4210854715202004e-14,-3.552713678800501e-15,-8.881784197001252e-16,0.0,1.6930901125533637e-15
9.691980551451707e-11,1.4210854715202004e-14,-7.105427357601002e-15,8.881784197001252e-16,2.886579864025407e-15,6.46011022453763e-15
5.823785897973721e-12,-1.4210854715202004e-14,-1.0658141036401503e-14,-2.4424906541753444e-15,2.4424906541753444e-15,-1.1102230246251565e-16
-4.787281682183675e-11,-1.4210854715202004e-14,3.552713678800501e-15,-2.220446049250313e-16,-1.3322676295501878e-15,-1.3183898417423734e-15
-2.9619862118579476e-11,2.842170943040401e-14,3.552713678800501e-15,-1.9984014443252818e-15,-1.7763568394002505e-15,6.085409953726639e-15
-7.108980071279802e-11,-2.842170943040401e-14,1.0658141036401503e-14,-1.7763568394002505e-15,2.220446049250313e-15,3.969047313034935e-15
-8.141487484181198e-11,1.4210854715202004e-14,3.552713678800501e-15,-2.220446049250313e-15,-8.881784197001252e-16,1.4224732503009818e-15
3.540101545240759e-11,-4.263256414560601e-14,5.3290705182007514e-14,1.3322676295501878e-15,-1.7763568394002505e-15,-1.0477729794899915e-15
4.652811469441076e-11,1.4210854715202004e-14,2.1316282072803006e-14,-2.220446049250313e-16,-1.7763568394002505e-15,1.5265566588595902e-16
-9.693934543975047e-11,1.4210854715202004e-14,1.4210854715202004e-14,1.3322676295501878e-15,-4.884981308350689e-15,-4.413136522884997e-15
5.936851010801547e-11,1.4210854715202004e-14,-1.0658141036401503e-14,8.881784197001252e-16,5.329070518200751e-15,1.186550857568136e-15
-9.530154443382344e-13,1.4210854715202004e-14,-1.0658141036401503e-14,-1.3322676295501878e-15,-1.9984014443252818e-15,-2.2898349882893854e-16
-1.3020695632803836e-11,2.842170943040401e-14,7.105427357601002e-15,-1.5543122344752192e-15,-3.552713678800501e-15,-3.1780134079895106e-15
-1.006821293003668e-10,1.4210854715202004e-14,0.0,1.5543122344752192e-15,2.220446049250313e-15,4.191091917959966e-15
5.88240567367393e-11,0.0,0.0,-2.6645352591003757e-15,-1.1102230246251565e-15,8.049116928532385e-16
-2.2716051262250403e-11,0.0,-3.552713678800501e-15,2.220446049250313e-16,-5.773159728050814e-15,-6.196432256189155e-15
4.0330405681743287e-11,1.4210854715202004e-14,7.105427357601002e-15,-4.440892098500626e-16,-1.9984014443252818e-15,-7.008282842946301e-16
1.2949641359227826e-12,0.0,1.4210854715202004e-14,1.3322676295501878e-15,8.881784197001252e-16,-1.9359513991901167e-15
3.922551172763633e-11,0.0,7.105427357601002e-15,2.220446049250313e-16,-1.7763568394002505e-15,-1.339206523454095e-15
8.775202786637237e-13,-2.842170943040401e-14,-7.105427357601002e-15,-1.3322676295501878e-15,-1.9984014443252818e-15,-3.6914915568786455e-15
-7.65609797781508e-11,0.0,-7.105427357601002e-15,1.3322676295501878e-15,1.9984014443252818e-15,7.4870665223159e-15
5.078604203845316e-12,1.4210854715202004e-14,3.552713678800501e-15,8.881784197001252e-16,0.0,4.4200754167889045e-15
-9.987211058160028e-11,-1.4210854715202004e-14,0.0,1.3322676295501878e-15,4.6629367034256575e-15,4.260480856999038e-15
2.0907719999740948e-11,0.0,0.0,-4.884981308350689e-15,-5.329070518200751e-15,-2.9073965457371287e-15
-2.537881016451138e-11,0.0,-1.0658141036401503e-14,6.661338147750939e-15,6.439293542825908e-15,8.548717289613705e-15
-1.5428724964294815e-10,2.842170943040401e-14,0.0,2.6645352591003757e-15,8.881784197001252e-16,-1.8735013540549517e-15
-4.297007194509206e-12,0.0,3.552713678800501e-15,0.0,1.7763568394002505e-15,2.2967738821932926e-15
6.945555242054979e-11,0.0,3.552713678800501e-15,8.881784197001252e-16,5.10702591327572e-15,3.406996906818449e-15
2.476241434123949e-11,2.842170943040401e-14,-1.0658141036401503e-14,7.105427357601002e-15,4.440892098500626e-15,9.395262345890387e-15
-1.1182166304024577e-10,0.0,7.105427357601002e-15,-3.552713678800501e-15,-4.218847493575595e-15,-9.020562075079397e-17
2.7043256523029413e-11,2.842170943040401e-14,0.0,-2.220446049250313e-15,-3.4416913763379853e-15,7.008282842946301e-16
-4.7137405090325046e-11,-5.684341886080802e-14,0.0,-4.440892098500626e-16,-7.771561172376096e-16,-5.329070518200751e-15
-1.1180389947185176e-10,0.0,-3.552713678800501e-15,-1.7763568394002505e-15,-2.220446049250313e-16,-5.037636974236648e-15
-2.7061020091423416e-11,0.0,0.0,4.440892098500626e-15,1.3322676295501878e-15,1.672273430841642e-15
9.116263299802085e-12,0.0,2.1316282072803006e-14,-4.440892098500626e-15,-4.551914400963142e-15,-1.457167719820518e-16
-8.498091119690798e-11,2.842170943040401e-14,3.552713678800501e-15,-8.881784197001252e-16,-1.6653345369377348e-15,1.3877787807814457e-16
8.641976023682219e-11,2.842170943040401e-14,7.105427357601002e-15,-3.1086244689504383e-15,3.3306690738754696e-16,3.1225022567582528e-15
-5.652367462971597e-11,2.842170943040401e-14,-7.105427357601002e-15,1.3322676295501878e-15,1.3322676295501878e-15,6.2727600891321345e-15
1.9326762412674725e-11,-2.842170943040401e-14,-7.105427357601002e-15,1.3322676295501878e-15,-2.220446049250313e-16,-1.3530843112619095e-15
-7.434763915625808e-11,2.842170943040401e-14,3.552713678800501e-15,-2.220446049250313e-15,-5.995204332975845e-15,-3.219646771412954e-15
7.761968845443334e-11,-5.684341886080802e-14,0.0,0.0,0.0,-2.5396351688300456e-15
-6.272315999922284e-11,-2.842170943040401e-14,0.0,1.7763568394002505e-15,-5.551115123125783e-16,-3.1155633628543455e-15
1.3704948287340812e-10,0.0,-1.0658141036401503e-14,-2.220446049250313e-15,-4.440892098500626e-16,6.938893903907228e-17
-2.3032242779663648e-11,0.0,7.105427357601002e-15,-1.3322676295501878e-15,-5.218048215738236e-15,-3.649858193455202e-15
1.3087486649965285e-10,5.684341886080802e-14,-1.4210854715202004e-14,3.1086244689504383e-15,2.886579864025407e-15,4.260480856999038e-15
6.742340019627591e-11,0.0,0.0,3.552713678800501e-15,-2.1094237467877974e-15,-3.0531133177191805e-16
-1.6218137943724287e-11,0.0,-7.105427357601002e-15,1.3322676295501878e-15,2.55351295663786e-15,1.5751289161869408e-15
-5.684341886080801e-13,0.0,0.0,-4.884981308350689e-15,-2.6645352591003757e-15,4.3021142204224816e-16
-7.688427672292164e-11,2.842170943040401e-14,7.105427357601002e-15,2.220446049250313e-15,-3.3306690738754696e-16,2.8380076066980564e-15
1.6865087104633858e-10,0.0,-7.105427357601002e-15,3.9968028886505635e-15,-3.6637359812630166e-15,-1.5404344466674047e-15
8.665779205330182e-11,-2.842170943040401e-14,3.552713678800501e-15,3.9968028886505635e-15,2.220446049250313e-16,1.7069679003611782e-15
3.460343123151688e-11,2.842170943040401e-14,7.105427357601002e-15,-1.3322676295501878e-15,-1.3322676295501878e-15,-9.020562075079397e-16
-7.417355618599686e-11,-5.684341886080802e-14,-7.105427357601002e-15,1.3322676295501878e-15,2.7755575615628914e-15,2.706168622523819e-15
-7.226574894048099e-11,0.0,7.105427357601002e-15,-3.552713678800501e-15,-9.992007221626409e-16,-1.6167622796103842e-15
3.2656544135534205e-11,0.0,-3.552713678800501e-15,2.6645352591003757e-15,1.5543122344752192e-15,-4.260480856999038e-15
-4.710898338089464e-11,2.842170943040401e-14,1.0658141036401503e-14,2.220446049250313e-15,-6.661338147750939e-16,3.677613769070831e-16
-2.5710988893479225e-11,0.0,-3.552713678800501e-15,8.881784197001252e-16,-1.2212453270876722e-15,-2.9282132274488504e-15
5.834976946061943e-11,-2.842170943040401e-14,1.0658141036401503e-14,-3.1086244689504383e-15,-1.6653345369377348e-15,-1.7555401576885288e-15
-2.616218353068689e-11,-2.842170943040401e-14,-3.552713678800501e-15,1.3322676295501878e-15,-1.887379141862766e-15,-4.996003610813204e-16
-1.1192113902325218e-10,2.842170943040401e-14,-7.105427357601002e-15,4.440892098500626e-16,-3.3306690738754696e-16,-1.8735013540549517e-16
-2.3391066861222498e-11,-5.684341886080802e-14,0.0,1.3322676295501878e-15,8.881784197001252e-16,-1.3114509478384662e-15
-4.980194034942542e-11,-2.842170943040401e-14,7.105427357601002e-15,-2.6645352591003757e-15,1.4432899320127035e-15,-5.898059818321144e-16
-6.575007205356087e-11,0.0,3.552713678800501e-15,2.6645352591003757e-15,2.7755575615628914e-15,7.494005416219807e-16
-1.3656631381309126e-11,2.842170943040401e-14,-7.105427357601002e-15,-3.1086244689504383e-15,-2.220446049250313e-16,-1.429412144204889e-15
4.714451051768265e-12,0.0,0.0,-2.6645352591003757e-15,-6.661338147750939e-16,1.2559397966072083e-15
2.646061147970613e-11,2.842170943040401e-14,0.0,3.9968028886505635e-15,5.551115123125783e-16,3.406996906818449e-15
3.525713054841617e-11,-2.842170943040401e-14,1.0658141036401503e-14,4.440892098500626e-16,5.551115123125783e-16,6.591949208711867e-16
4.128253294766182e-11,0.0,7.105427357601002e-15,3.375077994860476e-14,6.661338147750939e-16,-1.2420620087993939e-15
7.555200909337145e-11,2.842170943040401e-14,-7.105427357601002e-15,1.3322676295501878e-15,-8.881784197001252e-16,-1.9567680809018384e-15
-1.474447230975784e-10,0.0,-1.4210854715202004e-14,4.440892098500626e-16,1.1102230246251565e-16,-1.762479051592436e-15
-1.3703527201869292e-10,-5.684341886080802e-14,-3.552713678800501e-15,8.881784197001252e-16,2.220446049250313e-16,1.5265566588595902e-15
-8.538236784261244e-11,-2.842170943040401e-14,0.0,-5.329070518200751e-15,-2.220446049250313e-16,-1.429412144204889e-15
1.2214229627716122e-11,5.684341886080802e-14,0.0,4.884981308350689e-15,-8.881784197001252e-16,2.7755575615628914e-16
-3.738165332833887e-11,2.842170943040401e-14,-3.552713678800501e-15,-7.549516567451064e-15,4.996003610813204e-16,4.0245584642661925e-16
1.2725820397463394e-11,0.0,3.552713678800501e-15,5.773159728050814e-15,-3.885780586188048e-16,-9.922618282587337e-16
-1.1117151643702528e-10,-2.842170943040401e-14,3.552713678800501e-15,-6.661338147750939e-15,4.996003610813204e-16,1.970645868709653e-15
-3.157651917717885e-11,0.0,1.0658141036401503e-14,-8.881784197001252e-16,1.5543122344752192e-15,4.85722573273506e-16
-7.386802280962002e-11,5.684341886080802e-14,7.105427357601002e-15,4.884981308350689e-15,-3.0531133177191805e-16,2.5326962749261384e-15
3.388578306839918e-11,2.842170943040401e-14,0.0,-1.3322676295501878e-15,3.3306690738754696e-16,-1.6306400674181987e-15
1.346869282770058e-10,-2.842170943040401e-14,-1.4210854715202004e-14,0.0,1.0824674490095276e-15,7.563394355258879e-16
-1.2030909601890016e-10,0.0,0.0,-4.440892098500626e-16,-6.106226635438361e-16,-4.371503159461554e-16
-1.2022383089060895e-11,-2.842170943040401e-14,0.0,-5.329070518200751e-15,9.71445146547012e-16,2.983724378680108e-16
-4.153832833253546e-11,-1.1368683772161603e-13,1.0658141036401503e-14,1.7763568394002505e-15,-1.1463052729254741e-14,-2.4424906541753444e-15
6.856382128717087e-11,2.842170943040401e-14,0.0,-4.440892098500626e-16,1.2212453270876722e-15,-1.9845236565174673e-15
-1.382716163789155e-11,-5.684341886080802e-14,1.0658141036401503e-14,-4.440892098500626e-16,-1.3600232051658168e-15,2.3522850334245504e-15
4.3574033270488144e-11,-2.842170943040401e-14,1.7763568394002505e-14,1.7763568394002505e-15,-7.438494264988549e-15,1.3114509478384662e-15
4.39825953435502e-11,0.0,0.0,0.0,-7.771561172376096e-16,-7.840950111415168e-16
3.817746119239018e-11,2.842170943040401e-14,-7.105427357601002e-15,-4.440892098500626e-16,-5.551115123125783e-17,-4.2327252813834093e-16
-1.5479173498533783e-11,2.842170943040401e-14,7.105427357601002e-15,-8.881784197001252e-16,2.0261570199409107e-15,1.0061396160665481e-15
-1.7850609879133117e-10,0.0,-7.105427357601002e-15,4.440892098500626e-16,-3.524958103184872e-15,2.4980018054066022e-15
6.3504757008558954e-12,5.684341886080802e-14,7.105427357601002e-15,4.440892098500626e-16,1.0547118733938987e-15,1.8110513089197866e-15
1.511679670329613e-11,-5.684341886080802e-14,1.4210854715202004e-14,-2.220446049250313e-16,-8.298917109073045e-15,-2.1649348980190553e-15
4.447997525858227e-11,0.0,0.0,6.661338147750939e-16,-4.996003610813204e-16,-8.049116928532385e-16
1.0107470416187425e-10,0.0,-7.105427357601002e-15,-4.440892098500626e-16,9.492406860545088e-15,2.157996004115148e-15
8.64730509420042e-12,8.526512829121202e-14,-7.105427357601002e-15,4.440892098500626e-16,-3.608224830031759e-16,1.3253287356462806e-15
1.007443017897458e-10,-5.684341886080802e-14,0.0,1.5543122344752192e-15,8.604228440844963e-16,-2.2967738821932926e-15
-5.643840950142476e-11,-5.968558980384842e-13,1.5631940186722204e-13,2.5091040356528538e-14,1.1435297153639112e-14,2.0712598303163077e-14
-7.610623242726433e-11,8.526512829121202e-14,-1.4210854715202004e-14,-8.881784197001252e-16,-1.304512053934559e-15,-1.033895191682177e-15
-6.829381504758203e-11,-2.5579538487363607e-13,6.394884621840902e-14,1.176836406102666e-14,3.913536161803677e-15,7.494005416219807e-15
6.649436556926958e-11,-2.2737367544323206e-13,4.973799150320701e-14,1.0658141036401503e-14,3.913536161803677e-15,6.918077222195507e-15
7.206679697446816e-12,8.526512829121202e-14,-1.4210854715202004e-14,-3.552713678800501e-15,-6.106226635438361e-16,-2.671474153004283e-15
-8.430589559793589e-12,1.7053025658242404e-13,-4.973799150320701e-14,-9.103828801926284e-15,-2.609024107869118e-15,-6.4254157550180935e-15
6.264500029828923e-11,1.4210854715202004e-13,-2.842170943040401e-14,-4.440892098500626e-15,-1.3877787807814457e-15,-3.6012859361278515e-15
-1.6999379681692517e-10,1.1368683772161603e-13,-2.842170943040401e-14,-5.329070518200751e-15,-5.551115123125783e-16,-2.67841304690819e-15
-7.87174769811827e-11,3.979039320256561e-13,-1.0658141036401503e-13,-1.8207657603852567e-14,-2.609024107869118e-15,-9.51322354225681e-15
5.865530283699627e-12,1.7053025658242404e-13,-4.263256414560601e-14,-9.103828801926284e-15,-3.885780586188048e-16,-4.3298697960381105e-15
-9.655209964876121e-11,-1.7053025658242404e-13,4.263256414560601e-14,1.4210854715202004e-14,6.106226635438361e-16,3.3861802251067274e-15
-4.260414243617561e-11,0.0,0.0,-6.217248937900877e-15,2.631228568361621e-14,4.510281037539698e-16
7.144507208067807e-12,-3.126388037344441e-13,7.815970093361102e-14,4.440892098500626e-15,8.326672684688674e-17,6.342149028171207e-15
3.0530244998772105e-11,-3.979039320256561e-13,8.526512829121202e-14,2.020605904817785e-14,3.0531133177191805e-16,7.292777493006497e-15
8.196465728360636e-11,5.400124791776761e-13,-1.3500311979441904e-13,-2.842170943040401e-14,1.304512053934559e-15,-9.492406860545088e-15
6.979661293371464e-11,-4.263256414560601e-13,1.2079226507921703e-13,2.6645352591003757e-14,-2.220446049250313e-15,7.320533068622126e-15
-1.1961542867311437e-11,-4.263256414560601e-13,8.526512829121202e-14,1.687538997430238e-14,-2.1649348980190553e-15,6.369904603786836e-15
8.640954618499563e-11,2.842170943040401e-14,0.0,-8.881784197001252e-15,7.771561172376096e-16,-4.440892098500626e-16
1.8050450023565645e-11,1.4210854715202004e-13,-4.973799150320701e-14,-1.021405182655144e-14,1.7763568394002505e-15,-2.123301534595612e-15
2.513256269764952e-11,0.0,7.105427357601002e-15,-3.1086244689504383e-15,5.551115123125783e-17,1.0408340855860843e-16
9.397349565176683e-11,-2.2737367544323206e-13,6.394884621840902e-14,1.4654943925052066e-14,-1.887379141862766e-15,2.3037127760972e-15
-5.5495164019703225e-11,-2.842170943040401e-14,-7.105427357601002e-15,6.439293542825908e-15,-8.881784197001252e-16,2.42861286636753e-16
-1.673633454046808e-11,8.242295734817162e-13,-2.0605739337042905e-13,-4.9960036108132044e-14,1.1518563880485999e-14,-8.083811398051921e-15
6.69767574734692e-11,-7.673861546209082e-13,1.9184653865522705e-13,4.2743586448068527e-14,-1.0602629885170245e-14,6.25888230132432e-15
5.2499449232357165e-11,0.0,7.105427357601002e-15,-4.629630012686903e-14,5.551115123125783e-17,1.1796119636642288e-16
7.478906383084905e-11,-2.842170943040401e-14,7.105427357601002e-15,-4.5630166312093934e-14,-5.551115123125783e-17,2.0816681711721685e-17
7.19988513253611e-11,2.842170943040401e-14,7.105427357601002e-15,-1.9317880628477724e-14,3.3306690738754696e-16,-2.42861286636753e-16
5.92410565047885e-11,-5.684341886080802e-14,2.1316282072803006e-14,-4.707345624410664e-14,-9.992007221626409e-16,3.469446951953614e-17
2.7886137843324832e-11,0.0,7.105427357601002e-15,-5.617728504603292e-14,5.551115123125783e-17,2.0816681711721685e-17
-3.4775293755728853e-11,-5.684341886080802e-14,-7.105427357601002e-15,-2.6978419498391304e-14,1.942890293094024e-16,1.0408340855860843e-16
-5.92579318947628e-11,-5.684341886080802e-14,7.105427357601002e-15,-1.0480505352461478e-13,-1.0269562977782698e-15,9.71445146547012e-17
-4.4506620611173275e-11,-8.526512829121202e-14,1.4210854715202004e-14,-1.2512213487525514e-13,-1.0547118733938987e-15,-2.7755575615628914e-17
-1.900852808489617e-10,-2.842170943040401e-14,7.105427357601002e-15,-7.993605777301127e-14,-2.498001805406602e-16,1.3877787807814457e-17
7.15969505904468e-11,0.0,-7.105427357601002e-15,3.497202527569243e-14,5.551115123125783e-17,6.938893903907228e-18
-1.3139711541043653e-11,0.0,-1.4210854715202004e-14,-1.7985612998927536e-14,-1.6653345369377348e-16,1.3877787807814457e-17
3.7839953392904135e-11,0.0,-1.4210854715202004e-14,7.943645741192995e-14,1.2212453270876722e-15,5.551115123125783e-17
2.880362615087506e-12,2.842170943040401e-14,0.0,9.603429163007604e-15,-2.7755575615628914e-16,-2.7755575615628914e-17
1.2509371316582474e-10,8.526512829121202e-14,0.0,8.870681966755001e-14,1.1102230246251565e-15,2.498001805406602e-16
8.23119350457091e-11,-8.526512829121202e-14,-1.4210854715202004e-14,-1.149080830487037e-14,-3.885780586188048e-16,0.0
-4.508393658397836e-12,-5.684341886080802e-14,1.4210854715202004e-14,-2.6423307986078726e-14,-1.1102230246251565e-16,4.163336342344337e-17
7.51763096218383e-11,-2.842170943040401e-14,0.0,2.7755575615628914e-15,4.440892098500626e-16,5.551115123125783e-17
-5.426947780051705e-11,-2.842170943040401e-14,0.0,-5.662137425588298e-15,2.220446049250313e-16,1.6653345369377348e-16
1.3677947663381929e-13,0.0,0.0,1.1213252548714081e-14,-2.220446049250313e-16,-8.326672684688674e-17
-4.355538152367444e-11,0.0,2.1316282072803006e-14,-5.029310301551959e-14,-1.3322676295501878e-15,-2.0816681711721685e-16
-6.956213383091381e-12,-2.842170943040401e-14,0.0,-3.785860513971784e-14,-9.992007221626409e-16,-3.3306690738754696e-16
-1.2116174730181228e-10,0.0,-7.105427357601002e-15,4.0190073491430667e-14,5.551115123125783e-16,1.6653345369377348e-16
-4.0820680169417756e-11,2.842170943040401e-14,0.0,-1.3433698597964394e-14,2.220446049250313e-16,-1.6653345369377348e-16
1.0154721508115472e-10,0.0,0.0,4.440892098500626e-15,0.0,5.551115123125783e-17
9.00453045460381e-11,-2.842170943040401e-14,1.4210854715202004e-14,-4.18554080283684e-14,-6.661338147750939e-16,-1.1102230246251565e-16
4.5492498657040414e-12,-2.842170943040401e-14,7.105427357601002e-15,8.104628079763643e-15,2.220446049250313e-16,2.7755575615628914e-17
-5.5704774126752454e-11,5.684341886080802e-14,-7.105427357601002e-15,5.88418203051333e-15,-1.3322676295501878e-15,5.412337245047638e-16
1.623234879843949e-10,2.842170943040401e-14,-1.4210854715202004e-14,6.505906924303417e-14,8.881784197001252e-16,-1.1102230246251565e-16
-5.446842976652988e-11,2.842170943040401e-14,-7.105427357601002e-15,2.531308496145357e-14,-4.440892098500626e-16,2.636779683484747e-16
-5.53335155473178e-12,-2.842170943040401e-14,2.1316282072803006e-14,5.595524044110789e-14,3.1086244689504383e-15,4.3021142204224816e-16
-7.387157552329882e-11,0.0,7.105427357601002e-15,-4.551914400963142e-14,-1.3322676295501878e-15,4.163336342344337e-17
8.061640244250157e-11,0.0,-1.4210854715202004e-14,-3.552713678800501e-15,-4.440892098500626e-16,1.3877787807814457e-17
2.9892532893427415e-11,-2.842170943040401e-14,2.842170943040401e-14,2.020605904817785e-14,1.9984014443252818e-15,2.0816681711721685e-16
